1.000000000000000000e+00,4.188679245283019270e+00
2.000000000000000000e+00,3.713178294573643345e+00
3.000000000000000000e+00,3.901960784313725394e+00
4.000000000000000000e+00,4.190476190476190688e+00
5.000000000000000000e+00,3.146464646464646631e+00
6.000000000000000000e+00,3.901408450704225483e+00
7.000000000000000000e+00,4.322580645161290036e+00
8.000000000000000000e+00,3.884892086330935079e+00
9.000000000000000000e+00,3.735849056603773644e+00
1.000000000000000000e+01,4.114713216957605724e+00
1.100000000000000000e+01,3.277372262773722511e+00
1.200000000000000000e+01,3.826086956521739246e+00
1.300000000000000000e+01,3.388888888888888840e+00
1.400000000000000000e+01,3.319999999999999840e+00
1.500000000000000000e+01,3.323383084577114399e+00
1.600000000000000000e+01,3.028571428571428470e+00
1.700000000000000000e+01,4.075829383886255819e+00
1.800000000000000000e+01,3.649180327868852380e+00
1.900000000000000000e+01,3.572549019607843324e+00
2.000000000000000000e+01,4.083333333333333037e+00
2.100000000000000000e+01,2.909090909090909172e+00
2.200000000000000000e+01,3.067340067340067478e+00
2.300000000000000000e+01,3.315789473684210620e+00
2.400000000000000000e+01,3.948529411764706065e+00
2.500000000000000000e+01,3.741176470588235325e+00
2.600000000000000000e+01,2.959999999999999964e+00
2.700000000000000000e+01,4.171428571428571708e+00
2.800000000000000000e+01,3.757009345794392718e+00
2.900000000000000000e+01,3.583333333333333481e+00
3.000000000000000000e+01,3.488372093023255793e+00
3.100000000000000000e+01,3.731092436974789983e+00
3.200000000000000000e+01,3.625000000000000000e+00
3.300000000000000000e+01,3.498721227621483187e+00
3.400000000000000000e+01,3.865853658536585247e+00
3.500000000000000000e+01,3.540404040404040220e+00
3.600000000000000000e+01,4.199430199430199018e+00
3.700000000000000000e+01,3.698113207547169878e+00
3.800000000000000000e+01,3.580000000000000071e+00
3.900000000000000000e+01,3.564516129032258007e+00
4.000000000000000000e+01,3.447916666666666519e+00
4.100000000000000000e+01,3.479999999999999982e+00
4.200000000000000000e+01,3.740259740259740173e+00
4.300000000000000000e+01,4.125000000000000000e+00
4.400000000000000000e+01,3.632124352331606243e+00
4.500000000000000000e+01,2.946127946127945929e+00
4.600000000000000000e+01,4.219512195121951414e+00
4.700000000000000000e+01,3.909090909090909172e+00
4.800000000000000000e+01,3.068561872909699062e+00
4.900000000000000000e+01,3.712962962962962798e+00
5.000000000000000000e+01,3.069767441860465240e+00
5.100000000000000000e+01,3.825000000000000178e+00
5.200000000000000000e+01,3.556962025316455556e+00
5.300000000000000000e+01,4.236842105263157521e+00
5.400000000000000000e+01,4.025000000000000355e+00
5.500000000000000000e+01,4.120000000000000107e+00
5.600000000000000000e+01,3.970149253731343197e+00
5.700000000000000000e+01,2.906250000000000000e+00
5.800000000000000000e+01,3.972540045766590477e+00
5.900000000000000000e+01,3.474178403755868505e+00
6.000000000000000000e+01,3.414285714285714146e+00
6.100000000000000000e+01,2.777777777777777679e+00
6.200000000000000000e+01,3.566265060240963791e+00
6.300000000000000000e+01,3.428571428571428381e+00
6.400000000000000000e+01,4.148148148148147918e+00
6.500000000000000000e+01,4.347107438016529102e+00
6.600000000000000000e+01,3.846153846153846256e+00
6.700000000000000000e+01,4.296875000000000000e+00
6.800000000000000000e+01,3.750000000000000000e+00
6.900000000000000000e+01,4.153846153846154188e+00
7.000000000000000000e+01,3.703703703703703720e+00
7.100000000000000000e+01,3.758620689655172598e+00
7.200000000000000000e+01,3.697674418604651070e+00
7.300000000000000000e+01,3.364705882352941213e+00
7.400000000000000000e+01,4.046511627906976827e+00
7.500000000000000000e+01,4.005714285714285339e+00
7.600000000000000000e+01,4.172413793103448398e+00
7.700000000000000000e+01,2.948717948717948900e+00
7.800000000000000000e+01,3.657142857142857029e+00
7.900000000000000000e+01,3.645161290322580516e+00
8.000000000000000000e+01,3.895833333333333481e+00
8.100000000000000000e+01,4.418604651162790553e+00
8.200000000000000000e+01,4.016949152542372836e+00
8.300000000000000000e+01,3.575757575757575690e+00
8.400000000000000000e+01,3.838709677419354982e+00
8.500000000000000000e+01,3.102564102564102644e+00
8.600000000000000000e+01,4.312500000000000000e+00
8.700000000000000000e+01,2.813559322033898358e+00
8.800000000000000000e+01,4.147058823529412130e+00
8.900000000000000000e+01,3.238095238095238138e+00
9.000000000000000000e+01,3.511111111111111072e+00
9.100000000000000000e+01,4.704545454545454142e+00
9.200000000000000000e+01,2.758139534883720767e+00
9.300000000000000000e+01,2.972727272727272663e+00
9.400000000000000000e+01,3.857142857142857206e+00
9.500000000000000000e+01,3.595959595959596022e+00
9.600000000000000000e+01,3.604938271604938294e+00
9.700000000000000000e+01,4.474025974025973795e+00
9.800000000000000000e+01,3.799999999999999822e+00
9.900000000000000000e+01,3.214953271028037296e+00
1.000000000000000000e+02,3.026315789473684070e+00
1.010000000000000000e+02,4.679245283018867774e+00
1.020000000000000000e+02,3.128787878787878896e+00
1.030000000000000000e+02,4.052173913043477960e+00
1.040000000000000000e+02,3.347826086956521952e+00
1.050000000000000000e+02,4.295081967213114638e+00
1.060000000000000000e+02,4.021276595744680549e+00
1.070000000000000000e+02,3.743801652892562171e+00
1.080000000000000000e+02,3.135135135135135087e+00
1.090000000000000000e+02,4.000000000000000000e+00
1.100000000000000000e+02,3.250000000000000000e+00
1.110000000000000000e+02,3.728260869565217295e+00
1.120000000000000000e+02,4.183333333333333570e+00
1.130000000000000000e+02,3.500000000000000000e+00
1.140000000000000000e+02,3.693877551020408045e+00
1.150000000000000000e+02,3.842105263157894690e+00
1.160000000000000000e+02,3.802325581395348930e+00
1.170000000000000000e+02,3.299009900990098831e+00
1.180000000000000000e+02,3.767857142857142794e+00
1.190000000000000000e+02,3.542857142857142705e+00
1.200000000000000000e+02,3.619047619047619069e+00
1.210000000000000000e+02,4.416666666666666963e+00
1.220000000000000000e+02,2.964912280701754277e+00
1.230000000000000000e+02,3.401315789473684070e+00
1.240000000000000000e+02,4.173913043478260754e+00
1.250000000000000000e+02,4.098591549295774961e+00
1.260000000000000000e+02,4.000000000000000000e+00
1.270000000000000000e+02,3.844827586206896353e+00
1.280000000000000000e+02,4.363636363636363313e+00
1.290000000000000000e+02,4.025316455696202667e+00
1.300000000000000000e+02,4.311111111111110894e+00
1.310000000000000000e+02,3.396610169491525610e+00
1.320000000000000000e+02,3.966292134831460814e+00
1.330000000000000000e+02,3.770588235294117574e+00
1.340000000000000000e+02,2.715846994535519254e+00
1.350000000000000000e+02,3.657142857142857029e+00
1.360000000000000000e+02,3.074074074074073959e+00
1.370000000000000000e+02,3.611940298507462899e+00
1.380000000000000000e+02,4.492307692307692335e+00
1.390000000000000000e+02,3.881632653061224403e+00
1.400000000000000000e+02,3.818181818181818343e+00
1.410000000000000000e+02,3.695652173913043459e+00
1.420000000000000000e+02,3.340425531914893664e+00
1.430000000000000000e+02,3.544117647058823373e+00
1.440000000000000000e+02,3.468750000000000000e+00
1.450000000000000000e+02,3.000000000000000000e+00
1.460000000000000000e+02,3.769953051643192499e+00
1.470000000000000000e+02,3.502673796791443639e+00
1.480000000000000000e+02,3.733974358974359031e+00
1.490000000000000000e+02,3.940878378378378510e+00
1.500000000000000000e+02,4.021551724137930606e+00
1.510000000000000000e+02,3.653927813163481808e+00
1.520000000000000000e+02,4.125000000000000000e+00
1.530000000000000000e+02,4.076923076923076650e+00
1.540000000000000000e+02,3.090909090909090828e+00
1.550000000000000000e+02,2.968750000000000000e+00
1.560000000000000000e+02,4.236486486486486847e+00
1.570000000000000000e+02,3.718969555035128938e+00
1.580000000000000000e+02,4.000000000000000000e+00
1.590000000000000000e+02,3.777777777777777679e+00
1.600000000000000000e+02,3.500000000000000000e+00
1.610000000000000000e+02,4.471380471380471455e+00
1.620000000000000000e+02,4.121495327102803863e+00
1.630000000000000000e+02,2.182879377431906409e+00
1.640000000000000000e+02,4.384615384615385025e+00
1.650000000000000000e+02,3.981818181818181923e+00
1.660000000000000000e+02,3.687804878048780655e+00
1.670000000000000000e+02,2.931034482758620552e+00
1.680000000000000000e+02,3.846153846153846256e+00
1.690000000000000000e+02,3.567028985507246563e+00
1.700000000000000000e+02,3.988505747126436685e+00
1.710000000000000000e+02,4.000000000000000000e+00
1.720000000000000000e+02,3.608695652173913082e+00
1.730000000000000000e+02,3.967914438502673669e+00
1.740000000000000000e+02,3.649484536082474140e+00
1.750000000000000000e+02,3.981072555205047436e+00
1.760000000000000000e+02,3.615384615384615419e+00
1.770000000000000000e+02,4.113636363636363313e+00
1.780000000000000000e+02,3.843478260869565233e+00
1.790000000000000000e+02,2.654545454545454763e+00
1.800000000000000000e+02,3.694915254237288060e+00
